CONCEPT				POLARITY		INTENSITY
unkempt				negative		-0.55
unker				negative		-0.56
unker_add			positive		0.506
unker_aiskrim			positive		0.622
unker_ice_cream			positive		0.631
unkerfied			negative		-0.566
unknowledgeable			negative		-0.613
unleavened_flour		positive		0.516
unloved				negative		-0.55
unlucky				negative		-0.546
unmarried			positive		0.604
unmask				negative		-0.569
unmet_expectation		negative		-0.618
unmindful			negative		-0.645
unnecessary			negative		-0.474
unnecessary_attention		negative		-0.256
unnecessary_supervision		negative		-0.605
unneeded_attention		negative		-0.555
unoccupied			positive		0.52
unorthodox			negative		-0.537
unpalatable			negative		-0.483
unpleasant			negative		-0.59
unpleasant_news			negative		-0.587
unpleasant_situation		negative		-0.584
unpleasant_task			negative		-0.527
unpleasing			negative		-0.496
unpolished_behavior		negative		-0.588
unpredictable_future		negative		-0.611
unpredictable_outcome		negative		-0.246
unproductive			negative		-0.561
unqualified			negative		-0.492
unrealistic			negative		-0.533
unreasonable			negative		-0.612
unrecognized			negative		-0.512
unreliable			negative		-0.507
unrequited			negative		-0.619
unrewarding			negative		-0.482
unripe_mango			negative		-0.603
unrivaled			positive		0.489
unrivalled			positive		0.639
unromantic			negative		-0.634
unruly				negative		-0.481
unruly_behavior			negative		-0.633
unsalvageable			negative		-0.231
unsatisfactory			negative		-0.549
unsatisfied			negative		-0.586
unsatisfying			negative		-0.554
unscrupulous			negative		-0.482
unseductive			negative		-0.631
unsettled			negative		-0.611
unsightly			negative		-0.569
unskilled			negative		-0.539
unsophisticated			negative		-0.573
unsound_mind			negative		-0.568
unspontaneous			negative		-0.564
unstable_relationship		negative		-0.611
unstylish			negative		-0.525
unsubstantiated			positive		0.615
unsuccessful			negative		-0.549
unsuccessful_proposal		negative		-0.561
unsuitable			negative		-0.513
unsuitable_appearance		negative		-0.515
unsuitable_for_camouflage	negative		-0.551
unsure				negative		-0.223
unsympathetic			negative		-0.501
unsystematic			negative		-0.532
untahanable			negative		-0.587
untahantable			negative		-0.486
untidy				negative		-0.55
untrustworthy			negative		-0.543
unusable			negative		-0.629
unusual				negative		-0.201
unwanted			negative		-0.545
unwary				negative		-0.59
unwelcome			negative		-0.632
unwelcomed			negative		-0.552
unwelcoming			negative		-0.576
unwell				negative		-0.578
unwilling			negative		-0.569
unwillingly			negative		-0.264
unwillingly_abide		negative		-0.607
unwillingly_give_in		negative		-0.509
unwind				positive		0.648
unwise				negative		-0.595
unworthy			negative		-0.524
up_lorry			negative		-0.568
up_the_lorry			negative		-0.609
up_there			positive		0.556
up_to_date			positive		0.631
up_to_you			negative		-0.531
upgrade				positive		0.509
uplifting			positive		0.538
upright				positive		0.574
upset				negative		-0.215
upside_down			negative		-0.525
uptight				negative		-0.594
urban				positive		0.586
urban_professional		positive		0.48
urbanista			positive		0.586
urgency				negative		-0.566
urgent				negative		-0.574
urinate				negative		-0.535
useful				positive		0.503
useless				negative		-0.599
vacate_area			negative		-0.226
vacuous				negative		-0.563
vadai				positive		0.599
vagabond			negative		-0.571
vagina				positive		0.596
vagrant				negative		-0.565
vain				negative		-0.54
vaisakhi			positive		0.582
valid_excuse			positive		0.535
valid_source			positive		0.578
validate			positive		0.507
vanakkam			positive		0.539
vandalism			negative		-0.548
vandalize			negative		-0.211
varied_flavors			positive		0.572
variety				positive		0.526
various_spice			positive		0.587
vee_jay				positive		0.599
vegetable			positive		0.584
vegetable_curry_puff		positive		0.51
vegetable_filling		positive		0.572
vegetable_salad			positive		0.5
vegetables			positive		0.59
vegetarian			positive		0.508
vehicle				positive		0.509
vehicle_crash			negative		-0.571
venerable			positive		0.582
vennai				negative		-0.66
vent_anger			negative		-0.54
verbally_abuse			negative		-0.524
verify				positive		0.578
vermicelli			positive		0.587
very				negative		-0.589
very_sweet			positive		0.515
very_the_what_one		negative		-0.609
very_what_one			negative		-0.653
vesak_day			positive		0.552
vetti				negative		-0.503
vetti_officer			negative		-0.585
vex				negative		-0.568
vexed				negative		-0.545
vicious				negative		-0.517
vicious_cycle			negative		-0.592
victim				negative		-0.539
victimize			negative		-0.542
victimized			negative		-0.517
victory				positive		0.591
video				positive		0.517
viet_bu				positive		0.581
vietnamese			positive		0.581
vigilant			positive		0.567
vigilante			negative		-0.564
vile				negative		-0.509
villainous			negative		-0.53
vinegar				positive		0.571
violate_religion		negative		-0.595
violation			negative		-0.542
violence			negative		-0.544
violent				negative		-0.56
virtue				positive		0.54
visible_panty_line		negative		-0.211
visit_grave			positive		0.582
visit_relative			positive		0.525
visiting			positive		0.581
visually_impaired		negative		-0.526
vivacious			positive		0.59
vixen				negative		-0.64
void				negative		-0.628
voluptuous			positive		0.66
vomit				negative		-0.59
vomit_blood			negative		-0.598
vomit_darah			negative		-0.592
vulgar				negative		-0.645
vulgarity			negative		-0.572
vulnerable			negative		-0.556
wa_kao				negative		-0.217
wa_lan				negative		-0.261
wa_lao				negative		-0.587
wa_lau				negative		-0.179
wa_lau_eh			negative		-0.202
wa_lau_wei			negative		-0.273
wa_piang			negative		-0.184
wa_sai				positive		0.542
wa_seh				positive		0.619
wa_siao				negative		-0.238
wafer				positive		0.522
wah				positive		0.577
wah_lap				negative		-0.56
wah_lau_eh			positive		0.333
wait_long_long			negative		-0.586
wait_longer			negative		-0.253
wake_up_your_idea		negative		-0.585
walk_walk			positive		0.557
wallop				negative		-0.56
wandering_spirit		negative		-0.611
wang_ba_dan			negative		-0.562
wang_qing_shui			positive		0.497
wang_wang			positive		0.515
want_more			positive		0.484
want_sympathy			negative		-0.611
wantan				positive		0.58
wantan_mee			positive		0.543
wantan_noodles			positive		0.611
wanton				positive		0.615
ward_off_evil_spirit		positive		0.578
warm_hearted			positive		0.532
warm_welcome			positive		0.644
warning				negative		-0.575
warning_disregarded		negative		-0.516
wash				positive		0.571
wash_photo			positive		0.558
waste				negative		-0.525
waste_air_liur			negative		-0.536
waste_duit			negative		-0.543
waste_effort			negative		-0.598
waste_masa			negative		-0.547
waste_money			negative		-0.498
waste_oxygen			negative		-0.617
waste_saliva			negative		-0.593
wasted				negative		-0.482
watch_movie			positive		0.567
watch_out			negative		-0.615
watch_over			positive		0.544
water_canal			negative		-0.598
water_spinach			positive		0.554
watercress			positive		0.582
wax_apple			positive		0.586
wayang				positive		0.495
wayang_king			negative		-0.544
wayang_pek_ji			negative		-0.635
wayang_ppl			negative		-0.552
wayang_queen			negative		-0.559
weak				negative		-0.633
weak_faith			negative		-0.544
weak_hearted			negative		-0.589
weak_legs			negative		-0.572
weak_mentality			negative		-0.632
weakling			negative		-0.579
weakness			negative		-0.548
wealth				positive		0.528
wealthy				positive		0.514
wealthy_family			negative		-0.596
weapon				positive		0.585
wear_heels			negative		-0.58
wear_sari			positive		0.572
wear_spectacles			negative		-0.61
wear_turban			negative		-0.63
wearisome			negative		-0.524
web-shaped			positive		0.525
wedding				positive		0.593
weeweet				positive		0.579
weird				negative		-0.606
weird_ritual			negative		-0.514
welcome				positive		0.5
welcome_in			positive		0.536
welcoming			positive		0.616
well-behaved			positive		0.593
well-polished			positive		0.487
well-wishes			positive		0.549
well_built			positive		0.488
well_educated			positive		0.507
well_informed			positive		0.518
well_known			positive		0.589
well_liked			positive		0.589
well_regards			positive		0.579
well_spoken			positive		0.635
well_to_do			positive		0.538
well_wishes			positive		0.523
wenla				positive		0.519
westernized			negative		-0.567
wet				negative		-0.545
wet_market			positive		0.599
wet_wet_water			positive		0.569
weva				negative		-0.55
wew				positive		0.617
whack				negative		-0.517
whacko				negative		-0.561
whacky				negative		-0.601
what				negative		-0.549
what_lah			negative		-0.598
what_look_look			negative		-0.6
what_see_see			negative		-0.612
what_speaking_you		negative		-0.548
what_talking_you		negative		-0.573
what_the_eff			negative		-0.519
what_the_fish			negative		-0.569
what_the_fish_man		negative		-0.552
what_the_fish_sia		negative		-0.558
what_the_freak			negative		-0.559
what_the_frick			negative		-0.597
what_the_fuck			negative		-0.569
what_the_hell			negative		-0.618
what_the_shit			negative		-0.585
what_the_toot			negative		-0.558
what_thing			negative		-0.549
what_to_do			negative		-0.587
whatever			negative		-0.537
whatsapp			negative		-0.61
wheat_flour			positive		0.586
wheel_cracker			positive		0.571
where_ada_masa			negative		-0.568
where_ada_time			negative		-0.561
where_got			negative		-0.6
where_got_masa			negative		-0.534
where_got_time			negative		-0.564
whew				positive		0.563
whimper				negative		-0.535
whine				negative		-0.597
whipped_cream			positive		0.623
whisper				positive		0.615
whistle				positive		0.609
white_bread			positive		0.59
white_cloth			negative		-0.216
white_devil			negative		-0.6
white_face			negative		-0.575
white_flesh			positive		0.536
white_fungus			positive		0.479
white_horse			negative		-0.596
white_lie			positive		0.495
white_meat			positive		0.636
white_people			negative		-0.473
white_powder			negative		-0.541
white_rabbit			positive		0.513
white_rice			positive		0.541
white_robe			negative		-0.238
white_spider			positive		0.479
whole_chicken			positive		0.54
whole_roast_chicken		positive		0.579
whorehouse			negative		-0.535
wicked				negative		-0.629
widow				negative		-0.601
wife				positive		0.499
wifey				positive		0.573
will_of_god			positive		0.558
wimp				negative		-0.619
win_already			negative		-0.509
win_liao			negative		-0.547
win_lottery			positive		0.514
win_money			positive		0.619
win_over			positive		0.58
wind				negative		-0.556
window_shopping			positive		0.567
winter_solstice			positive		0.622
wise				positive		0.602
wish				positive		0.631
wishful				negative		-0.589
wishful_thinking		negative		-0.533
witchcraft			negative		-0.609
withhold_information		positive		0.543
without_conscience		negative		-0.59
without_excuse			negative		-0.526
without_milk			positive		0.639
without_permission		negative		-0.568
without_purpose			negative		-0.22
without_sugar			positive		0.601
withstand			positive		0.533
witless				negative		-0.55
witty				positive		0.509
woah				positive		0.565
woi				negative		-0.534
wok_hei				positive		0.613
wols				negative		-0.607
woman				positive		0.554
womanize			negative		-0.579
womanizer			negative		-0.625
womit				negative		-0.559
womit_blood			negative		-0.59
wonderful			positive		0.491
wont_die			positive		0.627
wonton_mee			positive		0.496
wonton_noodles			positive		0.559
woo				positive		0.523
woo_hoo				positive		0.553
wood				positive		0.549
woodbridge_hospital		negative		-0.523
woodbridge_resort		negative		-0.605
worf				positive		0.601
workers_party			negative		-0.618
working_class			negative		-0.64
workmanship			positive		0.573
world				negative		-0.534
worm-shaped			positive		0.599
worn_out			negative		-0.558
worry				negative		-0.545
worry_about_grades		negative		-0.576
worry_about_reputation		negative		-0.537
worship				positive		0.551
worst				negative		-0.523
worthless			negative		-0.521
worthwhile			positive		0.623
worthy				positive		0.611
wound_dressing			positive		0.597
woven_fabric			positive		0.548
wow				positive		0.59
wowie				positive		0.639
wowo				negative		-0.571
wowo_king			negative		-0.557
wrap_in_bamboo_leaf		positive		0.584
wrinkled_skin			positive		0.494
wrinkly				negative		-0.556
wrong				negative		-0.501
wrong_accusation		negative		-0.644
wrong_assumption		negative		-0.573
wrong_parking			negative		-0.565
wrong_placing			negative		-0.565
wrong_position			negative		-0.525
wrong_slaughter_method		negative		-0.576
wrongdoing			negative		-0.596
wrongful			negative		-0.575
wu_hee_kwa			negative		-0.545
wu_hua				positive		0.623
wu_hua_guo			positive		0.555
wu_kok				positive		0.533
wu_liao				negative		-0.56
wu_lui				positive		0.638
wu_lui_lang			positive		0.538
wu_sim				positive		0.617
wun_die				positive		0.519
wun_die_la			negative		-0.543
wun_die_right			negative		-0.55
wurf				positive		0.611
xenophobia			negative		-0.494
xia_lan				negative		-0.548
xiang_jiao_ren			negative		-0.543
xiao_bai_tu			positive		0.563
xiao_di				positive		0.61
xiao_di_di			negative		-0.559
xiao_di_di_add			positive		0.51
xiao_long_bao			positive		0.567
xiao_long_nu			negative		-0.537
xiao_man_tou			positive		0.544
xiao_mei_mei			positive		0.48
xiao_qiang			negative		-0.578
xiao_san			negative		-0.49
xie_xie				positive		0.607
xin_nian_kuai_le		positive		0.578
xin_tong			negative		-0.646
xingfu				positive		0.579
xinyao				positive		0.652
ya_right			negative		-0.532
ya_siol				positive		0.545
yalor				negative		-0.557
yam				positive		0.55
yam_paste			positive		0.533
yan_yan				positive		0.595
yandao				positive		0.612
yang_or				positive		0.538
yat_keok_tek			negative		-0.526
yau_kwee			negative		-0.538
yau_mo_gau_chor			negative		-0.221
yau_siu				negative		-0.557
yau_siu_kia			negative		-0.574
yau_zha_guai			positive		0.564
yaya				negative		-0.539
yaya_king			negative		-0.572
yaya_papaya			negative		-0.583
yaya_queen			negative		-0.554
ye_eleh				negative		-0.535
yeh_yeh				positive		0.633
yelah_tu			negative		-0.559
yellow				positive		0.615
yellow-skinned			negative		-0.546
yellow_coloring			positive		0.518
yellow_minded			negative		-0.558
yellow_noodles			positive		0.615
yey				positive		0.508
yeye_or				negative		-0.581
yeye_pantat			negative		-0.583
yishun				negative		-0.568
yistana				negative		-0.568
yoghurt				positive		0.503
yogurt				positive		0.515
yolo				positive		0.555
yong_tau_fu			positive		0.644
you_char_kway			positive		0.558
you_mei_you_gao_cuo		negative		-0.503
you_mian			positive		0.557
you_say_he_thought_who_confirm	negative		-0.533
you_say_i_say_who_confirm	negative		-0.586
you_talk_i_talk_who_listen	negative		-0.602
you_think_he_think_who_confirm	negative		-0.565
you_think_he_thought_who_confirm	negative		-0.523
